1682421938.360908,0
1682421938.385444,9
1682421938.465983,14
1682421938.489252,18
1682421938.571465,31
1682421938.597887,33
1682421938.683252,41
1682421938.706092,35
1682421938.791562,36
1682421938.812229,39
1682421938.898072,62
1682421938.921200,64
1682421939.006235,75
1682421939.029122,77
1682421939.112079,72
1682421939.135917,72
1682421939.218855,75
1682421939.240784,75
1682421939.327748,84
1682421939.349528,100
1682421939.432277,100
1682421939.455324,100
1682421939.537172,99
1682421939.562666,100
1682421939.649676,100
1682421939.676956,100
1682421939.756349,100
1682421939.784306,100
1682421939.871361,77
1682421939.891747,78
1682421939.978603,79
1682421939.999836,80
1682421940.085249,81
1682421940.124314,81
1682421940.194758,82
1682421940.231473,83
1682421940.302627,84
1682421940.339039,92
1682421940.409573,100
1682421940.446254,100
1682421940.518787,100
1682421940.552686,100
1682421940.625893,100
1682421940.659997,100
1682421940.731656,99
1682421940.765517,76
1682421940.837629,55
1682421940.880110,56
1682421940.947235,56
1682421940.986610,56
1682421941.053348,52
1682421941.094117,50
1682421941.160067,46
1682421941.205251,11
1682421941.267016,0
1682421941.313298,0
1682421941.378858,1
1682421941.419244,0
1682421941.489779,0
1682421941.528937,0
1682421941.595939,0
1682421941.634858,0
1682421941.702960,0
1682421941.740474,56
1682421941.815032,59
1682421941.845634,58
1682421941.922773,52
1682421941.955926,49
1682421942.031194,44
1682421942.063388,43
1682421942.137736,38
1682421942.172456,0
1682421942.246269,45
1682421942.281126,89
1682421942.354830,83
1682421942.387420,81
1682421942.463082,75
1682421942.492865,77
1682421942.569390,76
1682421942.598514,82
1682421942.674364,100
1682421942.707434,99
1682421942.782462,100
1682421942.815704,100
1682421942.894763,100
1682421942.921403,99
1682421943.001856,100
1682421943.031218,100
1682421943.111016,70
1682421943.141649,69
1682421943.218841,70
1682421943.248530,71
1682421943.326533,92
1682421943.355451,91
1682421943.434506,92
1682421943.460801,93
1682421943.543965,94
1682421943.566238,93
1682421943.649802,90
1682421943.676137,89
1682421943.754483,64
1682421943.782028,64
1682421943.863685,64
1682421943.887474,64
1682421943.971576,90
1682421944.000161,89
1682421944.078974,90
1682421944.104951,89
1682421944.191511,68
1682421944.212728,64
1682421944.297917,63
1682421944.322485,63
1682421944.610971,66
1682421944.694149,63
1682421944.717482,86
1682421944.800308,86
1682421944.824272,66
1682421944.904477,60
1682421944.930953,59
1682421945.009861,60
1682421945.052666,61
1682421945.116607,82
1682421945.158391,89
1682421945.227344,90
1682421945.263837,88
1682421945.332681,66
1682421945.370439,66
1682421945.438935,66
1682421945.476299,67
1682421945.545911,67
1682421945.589765,91
1682421945.650615,90
1682421945.697460,93
1682421945.760227,93
1682421945.803036,94
1682421945.869555,68
1682421945.917946,69
1682421945.977553,70
1682421946.026483,70
1682421946.085613,71
1682421946.131061,93
1682421946.195392,97
1682421946.237814,98
1682421946.301244,99
1682421946.345854,99
1682421946.407377,98
1682421946.453555,74
1682421946.513613,75
1682421946.561915,75
1682421946.620062,75
1682421946.669982,75
1682421946.724546,100
1682421946.776253,100
1682421946.829872,100
1682421946.883644,99
1682421946.940264,100
1682421946.990634,99
1682421947.047275,100
1682421947.098562,74
1682421947.155812,75
1682421947.206848,74
1682421947.264506,76
1682421947.315416,76
1682421947.370175,100
1682421947.420015,98
1682421947.477992,97
1682421947.524248,97
1682421947.586045,98
1682421947.630359,99
1682421947.690990,98
1682421947.737021,98
1682421947.797762,73
1682421947.843617,74
1682421947.902176,73
1682421947.949498,74
1682421948.009118,74
1682421948.057409,99
1682421948.117068,97
1682421948.162458,97
1682421948.221468,92
1682421948.269433,88
1682421948.335733,84
1682421948.375250,54
1682421948.442390,55
1682421948.483342,55
1682421948.549945,56
1682421948.589568,56
1682421948.655378,60
1682421948.694731,78
1682421948.761344,74
1682421948.836710,71
1682421948.866801,44
1682421948.943261,39
1682421948.971038,36
1682421949.051907,31
1682421949.077171,29
1682421949.159071,11
1682421949.183411,30
1682421949.265004,30
1682421949.288528,30
1682421949.375816,30
1682421949.396959,28
1682421949.481711,17
1682421949.505039,31
1682421949.589354,32
1682421949.613757,32
1682421949.695436,32
1682421949.718838,32
1682421949.800332,34
1682421949.826409,69
1682421949.907188,43
1682421949.932282,43
