1682422010.911701,0
1682422011.029354,11
1682422011.136851,15
1682422011.242567,14
1682422011.350244,18
1682422011.462179,0
1682422011.571449,0
1682422011.679099,0
1682422011.789713,0
1682422011.896422,0
1682422012.001919,0
1682422012.110790,0
1682422012.218987,0
1682422012.329107,0
1682422012.437927,0
1682422012.545884,0
1682422012.663658,0
1682422012.773147,0
1682422012.889852,0
1682422012.997790,0
1682422013.105258,0
1682422013.210465,0
1682422013.318370,0
1682422013.429815,0
1682422013.545220,0
1682422013.655111,0
1682422013.770251,0
1682422013.883682,0
1682422013.999752,0
1682422014.109049,0
1682422014.226765,0
1682422014.342253,0
1682422014.452466,0
1682422014.566213,1
1682422014.679985,0
1682422014.793207,0
1682422014.902876,0
1682422015.013773,0
1682422015.128440,0
1682422015.239533,0
1682422015.356141,0
1682422015.467762,0
1682422015.574833,0
1682422015.679391,1
1682422015.795579,0
1682422015.913874,0
1682422016.028438,0
1682422016.142063,0
1682422016.265618,0
1682422016.372024,0
1682422016.477844,0
1682422016.583152,0
1682422016.688905,0
1682422016.795219,0
1682422016.905852,0
1682422017.015529,0
1682422017.129654,0
1682422017.243643,0
1682422017.353261,0
1682422017.468151,0
1682422017.578778,2
1682422017.692716,3
1682422017.803409,4
1682422017.918652,14
1682422018.030523,18
1682422018.139941,34
1682422018.253965,33
1682422018.367503,30
1682422018.479559,6
1682422018.592002,23
1682422018.702973,27
1682422018.820050,31
1682422018.931227,31
1682422019.044830,27
1682422019.160738,24
1682422019.275077,15
1682422019.388213,7
1682422019.502966,6
1682422019.621272,0
1682422019.729985,0
1682422019.846710,1
1682422019.963026,18
1682422020.074477,29
1682422020.186082,41
1682422020.301017,56
1682422020.411127,52
1682422020.524061,44
1682422020.636530,36
1682422020.747395,20
1682422020.863032,0
1682422020.976214,0
1682422021.087617,0
1682422021.199813,1
1682422021.313298,2
1682422021.428796,0
1682422021.540112,0
1682422021.655664,0
1682422021.769345,0
1682422021.880159,0
1682422021.991018,0
1682422022.106193,0
1682422022.221055,0
1682422022.336950,0
1682422022.446051,0
1682422022.558350,2
1682422022.669398,1
1682422022.784828,1
1682422022.897929,0
1682422023.011217,0
1682422023.123698,0
1682422023.236823,0
1682422023.351321,0
1682422023.466899,0
1682422023.581873,0
1682422023.694739,1
1682422023.813058,0
1682422023.925597,0
1682422024.037872,1
1682422024.149827,0
1682422024.258930,0
1682422024.369909,2
1682422024.483976,2
1682422024.592305,0
1682422024.699874,1
1682422024.805345,2
1682422024.913110,6
1682422025.019478,8
1682422025.131638,10
1682422025.247917,15
1682422025.360619,20
1682422025.474331,21
1682422025.589057,26
1682422025.700050,27
1682422025.808743,30
1682422025.927763,30
1682422026.045027,37
1682422026.154416,37
1682422026.266448,38
1682422026.381105,40
1682422026.494528,43
1682422026.611207,46
1682422026.724080,46
1682422026.834443,50
1682422026.943332,57
1682422027.054007,61
1682422027.164703,61
1682422027.282950,57
1682422027.395689,50
1682422027.511745,43
1682422027.623220,40
1682422027.738097,36
1682422027.850812,33
1682422027.969740,29
1682422028.081148,35
1682422028.194794,36
1682422028.314817,39
1682422028.427037,38
1682422028.539398,41
1682422028.661121,40
1682422028.771905,40
1682422028.883552,43
1682422029.000238,49
1682422029.109687,49
1682422029.223029,55
1682422029.337459,56
1682422029.452118,49
1682422029.563159,45
1682422029.673202,41
1682422029.785384,37
1682422029.905752,34
1682422030.018767,35
1682422030.130589,44
1682422030.240267,49
1682422030.356173,51
1682422030.469306,53
1682422030.582927,53
1682422030.698875,61
1682422030.816856,68
1682422030.929725,71
1682422031.042272,74
1682422031.154711,71
1682422031.266014,61
1682422031.381319,53
1682422031.495957,44
1682422031.608526,6
1682422031.720609,4
1682422031.835928,6
1682422031.951395,11
1682422032.064895,15
1682422032.174395,16
1682422032.286382,14
1682422032.401131,16
1682422032.513309,15
1682422032.626071,15
1682422032.733600,14
1682422032.877811,11
1682422032.984902,11
1682422033.279196,12
1682422033.401606,10
1682422033.508073,4
1682422033.612742,0
1682422033.717263,0
1682422033.822761,1
1682422033.926514,0
1682422034.031710,0
1682422034.136138,0
1682422034.240373,0
1682422034.344376,0
1682422034.448653,0
1682422034.554874,0
1682422034.658752,0
1682422034.767607,0
1682422034.872089,0
1682422034.978077,0
1682422035.083752,0
1682422035.188516,0
1682422035.294198,0
1682422035.400696,0
1682422035.506385,0
1682422035.613201,0
1682422035.721418,0
1682422035.828143,0
1682422036.013911,0
1682422036.121252,0
1682422036.234912,0
1682422036.340057,0
1682422036.444383,0
